"","Country.Other","TotalCases","NewCases","TotalDeaths","NewDeaths","TotalRecovered","ActiveCases","Serious.Critical","TotalTests","Tests.1M.pop","Date","pop_size_M","start_date","cases_per_1M","deaths_per_1M","critical_per_1M"
"1292","Romania",1815,"363",43,"6","206","1566",31,"25","-1","330",19.2,310,94.53125,2.23958333333333,1.61458333333333
"1293","Romania",2109,"294",65,"22","209","1835",33,"25","-1","331",19.2,310,109.84375,3.38541666666667,1.71875
"1294","Romania",2245,"136",82,"17","220","1943",62,"25","-1","401",19.2,310,116.927083333333,4.27083333333333,3.22916666666667
"1295","Romania",2460,"215",92,"10","252","2116",57,"-1","-1","402",19.2,310,128.125,4.79166666666667,2.96875
"1296","Romania",2738,"278",115,"23","267","2356",78,"-1","-1","403",19.2,310,142.604166666667,5.98958333333333,4.0625
"1297","Romania",3183,"445",133,"18","283","2767",83,"31657","1646","404",19.2,310,165.78125,6.92708333333333,4.32291666666667
"1298","Romania",3613,"430",146,"13","329","3138",119,"36092","1876","405",19.2,310,188.177083333333,7.60416666666667,6.19791666666667
"1299","Romania",3864,"251",151,"5","374","3339",141,"38623","2008","406",19.2,310,201.25,7.86458333333333,7.34375
"1300","Romania",4057,"193",176,"25","406","3475",179,"40987","2131","407",19.2,310,211.302083333333,9.16666666666667,9.32291666666667
"1301","Romania",4417,"360",197,"21","460","3760",274,"43578","2265","408",19.2,310,230.052083333333,10.2604166666667,14.2708333333333
"1302","Romania",4761,"344",220,"23","528","4013",162,"47207","2454","409",19.2,310,247.96875,11.4583333333333,8.4375
"1303","Romania",5202,"441",248,"28","647","4307",178,"51802","2693","410",19.2,310,270.9375,12.9166666666667,9.27083333333333
"1304","Romania",5467,"265",270,"22","729","4468",183,"55430","2881","411",19.2,310,284.739583333333,14.0625,9.53125
"1305","S.Korea",433,"224",2,NA,"18","9",NA,"-1","-1","222",51.2,219,8.45703125,0.0390625,NA
"1306","S.Korea",602,"166",6,"4","18","7",NA,"-1","-1","223",51.2,219,11.7578125,0.1171875,NA
"1307","S.Korea",833,"231",8,"2","22","6",NA,"-1","-1","224",51.2,219,16.26953125,0.15625,NA
"1308","S.Korea",977,"144",11,"3","22","6",NA,"-1","-1","225",51.2,219,19.08203125,0.21484375,NA
"1309","S.Korea",1261,"284",12,"1","24","18",NA,"-1","-1","226",51.2,219,24.62890625,0.234375,NA
"1310","S.Korea",1766,"505",13,"1","24","18",NA,"-1","-1","227",51.2,219,34.4921875,0.25390625,NA
"1311","S.Korea",2337,"571",16,"3","2297","24",7,"-1","-1","228",51.2,219,45.64453125,0.3125,0.13671875
"1312","S.Korea",3150,"813",17,"1","3109","24",10,"-1","-1","229",51.2,219,61.5234375,0.33203125,0.1953125
"1313","S.Korea",3736,"586",21,"4","3685","30",10,"-1","-1","301",51.2,219,72.96875,0.41015625,0.1953125
"1314","S.Korea",4335,"599",28,"7","4277","30",27,"-1","-1","302",51.2,219,84.66796875,0.546875,0.52734375
"1315","S.Korea",5186,"851",34,"6","5118","34",27,"-1","-1","303",51.2,219,101.2890625,0.6640625,0.52734375
"1316","S.Korea",5621,"435",35,"3","5545","41",52,"-1","-1","304",51.2,219,109.78515625,0.68359375,1.015625
"1317","S.Korea",6088,"467",40,"5","5913","135",52,"-1","-1","305",51.2,219,118.90625,0.78125,1.015625
"1318","S.Korea",6593,"309",43,"1","6415","135",52,"-1","-1","306",51.2,219,128.76953125,0.83984375,1.015625
"1319","S.Korea",7041,"448",48,"5","118","6875",36,"-1","-1","307",51.2,219,137.51953125,0.9375,0.703125
"1320","S.Korea",7313,"272",50,"2","130","7133",36,"-1","-1","308",51.2,219,142.83203125,0.9765625,0.703125
"1321","S.Korea",7478,"165",53,"3","166","7259",36,"-1","-1","309",51.2,219,146.0546875,1.03515625,0.703125
"1322","S.Korea",7513,"35",58,"5","247","7208",54,"-1","-1","310",51.2,219,146.73828125,1.1328125,1.0546875
"1323","S.Korea",7755,"242",60,NA,"288","7407",54,"-1","-1","311",51.2,219,151.46484375,1.171875,1.0546875
"1324","S.Korea",7869,"114",66,"6","333","7470",93,"-1","-1","312",51.2,219,153.69140625,1.2890625,1.81640625
"1325","S.Korea",7979,"110",71,"5","510","7398",93,"-1","-1","313",51.2,219,155.83984375,1.38671875,1.81640625
"1326","S.Korea",8086,"107",72,"5","714","7300",59,"-1","-1","314",51.2,219,157.9296875,1.40625,1.15234375
"1327","S.Korea",8162,"76",75,"3","834","7253",59,"-1","-1","315",51.2,219,159.4140625,1.46484375,1.15234375
"1328","S.Korea",8236,"74",75,NA,"1137","7024",59,"-1","-1","316",51.2,219,160.859375,1.46484375,1.15234375
"1329","S.Korea",8320,"84",81,"6","1401","6838",59,"-1","-1","317",51.2,219,162.5,1.58203125,1.15234375
"1330","S.Korea",8413,"93",84,"3","1540","6789",59,"-1","-1","319",51.2,219,164.31640625,1.640625,1.15234375
"1331","S.Korea",8565,"152",91,"7","1947","6527",59,"-1","-1","320",51.2,219,167.28515625,1.77734375,1.15234375
"1332","S.Korea",8652,"87",94,"3","2233","6325",59,"-1","-1","321",51.2,219,168.984375,1.8359375,1.15234375
"1333","S.Korea",8799,"147",102,"8","2612","6085",59,"-1","-1","322",51.2,219,171.85546875,1.9921875,1.15234375
"1334","S.Korea",8897,"98",104,"2","2909","5884",59,"-1","-1","323",51.2,219,173.76953125,2.03125,1.15234375
"1335","S.Korea",8961,"64",111,"7","3166","5684",59,"-1","-1","324",51.2,219,175.01953125,2.16796875,1.15234375
"1336","S.Korea",9037,"76",120,"9","3507","5410",59,"-1","-1","325",51.2,219,176.50390625,2.34375,1.15234375
"1337","S.Korea",9137,"100",126,"6","3730","5281",59,"-1","-1","326",51.2,219,178.45703125,2.4609375,1.15234375
"1338","S.Korea",9241,"104",131,"5","4144","4966",59,"-1","-1","327",51.2,219,180.48828125,2.55859375,1.15234375
"1339","S.Korea",9332,"91",139,"8","4528","4665",59,"19","-1","328",51.2,219,182.265625,2.71484375,1.15234375
"1340","S.Korea",9478,"146",144,"5","4811","4523",59,"19","-1","329",51.2,219,185.1171875,2.8125,1.15234375
"1341","S.Korea",9583,"105",152,"8","5033","4398",59,"19","-1","330",51.2,219,187.16796875,2.96875,1.15234375
"1342","S.Korea",9661,"78",158,"6","5228","4275",59,"19","-1","331",51.2,219,188.69140625,3.0859375,1.15234375
"1343","S.Korea",9786,"125",162,"4","5408","4216",55,"19","-1","401",51.2,219,191.1328125,3.1640625,1.07421875
"1344","S.Korea",9887,"101",165,"3","5567","4155",55,"-1","-1","402",51.2,219,193.10546875,3.22265625,1.07421875
"1345","S.Korea",9976,"89",169,"4","5828","3979",55,"-1","-1","403",51.2,219,194.84375,3.30078125,1.07421875
"1346","S.Korea",10062,"86",174,"5","6021","3867",55,"421547","8222","404",51.2,219,196.5234375,3.3984375,1.07421875
"1347","S.Korea",10156,"94",177,"3","6325","3654",55,"455032","8875","405",51.2,219,198.359375,3.45703125,1.07421875
"1348","S.Korea",10237,"81",183,"6","6463","3591",55,"461233","8996","406",51.2,219,199.94140625,3.57421875,1.07421875
"1349","S.Korea",10284,"47",186,"3","6598","3500",55,"461233","8996","407",51.2,219,200.859375,3.6328125,1.07421875
"1350","S.Korea",10331,"47",192,"6","6694","3445",55,"477304","9310","408",51.2,219,201.77734375,3.75,1.07421875
"1351","S.Korea",10384,"53",200,"8","6776","3408",55,"477304","9310","409",51.2,219,202.8125,3.90625,1.07421875
"1352","S.Korea",10423,"39",204,"4","6973","3246",55,"477304","9310","410",51.2,219,203.57421875,3.984375,1.07421875
"1353","S.Korea",10450,"27",208,"4","7117","3125",55,"503051","9812","411",51.2,219,204.1015625,4.0625,1.07421875
"1354","Serbia",1,"1",NA,NA,"1",NA,NA,"-1","-1","306",8.73,311,0.11454753722795,NA,NA
"1355","Serbia",1,NA,NA,NA,NA,"1",NA,"-1","-1","307",8.73,311,0.11454753722795,NA,NA
"1356","Serbia",1,NA,NA,NA,NA,"1",NA,"-1","-1","308",8.73,311,0.11454753722795,NA,NA
"1357","Serbia",2,"1",NA,NA,NA,"2",NA,"-1","-1","309",8.73,311,0.229095074455899,NA,NA
"1358","Serbia",5,"3",NA,NA,NA,"5",NA,"-1","-1","310",8.73,311,0.572737686139748,NA,NA
"1359","Serbia",12,"7",NA,NA,NA,"12",NA,"-1","-1","311",8.73,311,1.3745704467354,NA,NA
"1360","Serbia",24,"6",NA,NA,NA,"24",NA,"-1","-1","312",8.73,311,2.74914089347079,NA,NA
"1361","Serbia",35,"11",NA,NA,NA,"35",1,"-1","-1","313",8.73,311,4.00916380297824,NA,0.11454753722795
"1362","Serbia",46,"11",NA,NA,NA,"46",1,"-1","-1","314",8.73,311,5.26918671248568,NA,0.11454753722795
"1363","Serbia",48,"2",NA,NA,"1","47",1,"-1","-1","315",8.73,311,5.49828178694158,NA,0.11454753722795
"1364","Serbia",57,"9",NA,NA,"1","56",2,"-1","-1","316",8.73,311,6.52920962199313,NA,0.229095074455899
"1365","Serbia",72,"15",NA,NA,"1","71",4,"-1","-1","317",8.73,311,8.24742268041237,NA,0.458190148911798
"1366","Serbia",89,"17",NA,NA,"1","88",4,"-1","-1","319",8.73,311,10.1947308132875,NA,0.458190148911798
"1367","Serbia",103,"14",NA,NA,"1","102",4,"-1","-1","320",8.73,311,11.7983963344788,NA,0.458190148911798
"1368","Serbia",135,"32",1,"1","2","132",4,"-1","-1","321",8.73,311,15.4639175257732,0.11454753722795,0.458190148911798
"1369","Serbia",171,"36",1,NA,"2","168",4,"-1","-1","322",8.73,311,19.5876288659794,0.11454753722795,0.458190148911798
"1370","Serbia",222,"51",2,"1","2","218",4,"-1","-1","323",8.73,311,25.4295532646048,0.229095074455899,0.458190148911798
"1371","Serbia",249,"27",3,"1","3","243",12,"-1","-1","324",8.73,311,28.5223367697594,0.343642611683849,1.3745704467354
"1372","Serbia",303,"54",3,NA,"15","285",21,"-1","-1","325",8.73,311,34.7079037800687,0.343642611683849,2.40549828178694
"1373","Serbia",384,"81",4,"1","15","365",21,"-1","-1","326",8.73,311,43.9862542955326,0.458190148911798,2.40549828178694
"1374","Serbia",457,"73",7,"3","15","435",21,"-1","-1","327",8.73,311,52.348224513173,0.801832760595647,2.40549828178694
"1375","Serbia",528,"71",8,"1","42","478",25,"5","-1","328",8.73,311,60.4810996563574,0.916380297823597,2.86368843069874
"1376","Serbia",659,"131",10,"2","42","607",25,"5","-1","329",8.73,311,75.4868270332188,1.1454753722795,2.86368843069874
"1377","Serbia",741,"82",13,"3","42","686",25,"5","-1","330",8.73,311,84.8797250859106,1.48911798396334,2.86368843069874
"1378","Serbia",785,"44",16,"3","42","727",62,"5","-1","331",8.73,311,89.9198167239404,1.83276059564719,7.10194730813287
"1379","Serbia",900,"115",23,"7","42","835",62,"5","-1","401",8.73,311,103.092783505155,2.63459335624284,7.10194730813287
"1380","Serbia",1060,"160",28,"5","42","990",62,"-1","-1","402",8.73,311,121.420389461627,3.20733104238259,7.10194730813287
"1381","Serbia",1171,"111",31,"3","42","1098",81,"-1","-1","403",8.73,311,134.135166093929,3.55097365406644,9.27835051546392
"1382","Serbia",1476,"305",39,"8","54","1383",81,"5756","659","404",8.73,311,169.072164948454,4.46735395189003,9.27835051546392
"1383","Serbia",1624,"148",44,"5","54","1526",89,"6401","733","405",8.73,311,186.02520045819,5.04009163802978,10.1947308132875
"1384","Serbia",1908,"284",51,"7","54","1803",98,"7360","842","406",8.73,311,218.556701030928,5.84192439862543,11.2256586483391
"1385","Serbia",2200,"292",58,"7","118","2024",101,"8552","979","407",8.73,311,252.004581901489,6.64375715922108,11.5693012600229
"1386","Serbia",2447,"247",61,"3","118","2268",109,"9626","1102","408",8.73,311,280.297823596793,6.98739977090493,12.4856815578465
"1387","Serbia",2666,"219",65,"4","118","2483",112,"10761","1232","409",8.73,311,305.383734249714,7.44558991981672,12.8293241695304
"1388","Serbia",2867,"201",66,"1","118","2683",127,"12347","1413","410",8.73,311,328.407789232531,7.56013745704467,14.5475372279496
"1389","Serbia",3105,"238",71,"5","118","2916",136,"14240","1630","411",8.73,311,355.670103092784,8.13287514318442,15.5784650630011
"1390","Slovakia",1,"1",NA,NA,"1",NA,NA,"-1","-1","306",5.5,309,0.181818181818182,NA,NA
"1391","Slovakia",3,"2",NA,NA,NA,"3",NA,"-1","-1","307",5.5,309,0.545454545454545,NA,NA
"1392","Slovakia",5,"2",NA,NA,NA,"5",NA,"-1","-1","308",5.5,309,0.909090909090909,NA,NA
"1393","Slovakia",7,"2",NA,NA,NA,"7",NA,"-1","-1","309",5.5,309,1.27272727272727,NA,NA
"1394","Slovakia",7,NA,NA,NA,NA,"7",NA,"-1","-1","310",5.5,309,1.27272727272727,NA,NA
"1395","Slovakia",10,"3",NA,NA,NA,"10",NA,"-1","-1","311",5.5,309,1.81818181818182,NA,NA
"1396","Slovakia",21,"11",NA,NA,NA,"21",NA,"-1","-1","312",5.5,309,3.81818181818182,NA,NA
"1397","Slovakia",32,"11",NA,NA,NA,"32",NA,"-1","-1","313",5.5,309,5.81818181818182,NA,NA
"1398","Slovakia",44,"12",NA,NA,NA,"44",NA,"-1","-1","314",5.5,309,8,NA,NA
"1399","Slovakia",61,"17",NA,NA,NA,"61",NA,"-1","-1","315",5.5,309,11.0909090909091,NA,NA
"1400","Slovakia",72,"11",NA,NA,NA,"72",NA,"-1","-1","316",5.5,309,13.0909090909091,NA,NA
"1401","Slovakia",97,"25",NA,NA,NA,"97",2,"-1","-1","317",5.5,309,17.6363636363636,NA,0.363636363636364
"1402","Slovakia",105,"8",NA,NA,NA,"105",2,"-1","-1","319",5.5,309,19.0909090909091,NA,0.363636363636364
"1403","Slovakia",124,"19",NA,NA,NA,"124",2,"-1","-1","320",5.5,309,22.5454545454545,NA,0.363636363636364
"1404","Slovakia",137,"13",NA,NA,NA,"137",2,"-1","-1","321",5.5,309,24.9090909090909,NA,0.363636363636364
"1405","Slovakia",178,"41",NA,NA,"7","171",2,"-1","-1","322",5.5,309,32.3636363636364,NA,0.363636363636364
"1406","Slovakia",185,"7",NA,NA,"7","178",2,"-1","-1","323",5.5,309,33.6363636363636,NA,0.363636363636364
"1407","Slovakia",186,"1",NA,NA,"7","179",2,"-1","-1","324",5.5,309,33.8181818181818,NA,0.363636363636364
"1408","Slovakia",204,"18",NA,NA,"7","197",2,"-1","-1","325",5.5,309,37.0909090909091,NA,0.363636363636364
"1409","Slovakia",216,"12",NA,NA,"7","209",2,"-1","-1","326",5.5,309,39.2727272727273,NA,0.363636363636364
"1410","Slovakia",226,"10",NA,NA,"2","224",2,"-1","-1","327",5.5,309,41.0909090909091,NA,0.363636363636364
"1411","Slovakia",269,"43",NA,NA,"2","267",1,"5","-1","328",5.5,309,48.9090909090909,NA,0.181818181818182
"1412","Slovakia",292,"23",NA,NA,"2","290",1,"5","-1","329",5.5,309,53.0909090909091,NA,0.181818181818182
"1413","Slovakia",314,"22",NA,NA,"2","312",1,"5","-1","330",5.5,309,57.0909090909091,NA,0.181818181818182
"1414","Slovakia",336,"22",NA,NA,"7","329",1,"5","-1","331",5.5,309,61.0909090909091,NA,0.181818181818182
"1415","Slovakia",363,"27",NA,NA,"3","360",1,"5","-1","401",5.5,309,66,NA,0.181818181818182
"1416","Slovakia",400,"37",1,"1","3","396",1,"-1","-1","402",5.5,309,72.7272727272727,0.181818181818182,0.181818181818182
"1417","Slovakia",426,"26",1,NA,"5","420",3,"-1","-1","403",5.5,309,77.4545454545455,0.181818181818182,0.545454545454545
"1418","Slovakia",450,"24",1,NA,"10","439",3,"11742","2151","404",5.5,309,81.8181818181818,0.181818181818182,0.545454545454545
"1419","Slovakia",471,"21",1,NA,"10","460",3,"13631","2497","405",5.5,309,85.6363636363636,0.181818181818182,0.545454545454545
"1420","Slovakia",485,"14",1,NA,"8","476",3,"15155","2776","406",5.5,309,88.1818181818182,0.181818181818182,0.545454545454545
"1421","Slovakia",534,"49",2,"1","8","524",3,"16191","2966","407",5.5,309,97.0909090909091,0.363636363636364,0.545454545454545
"1422","Slovakia",581,"47",2,NA,"13","566",3,"17639","3231","408",5.5,309,105.636363636364,0.363636363636364,0.545454545454545
"1423","Slovakia",682,"101",2,NA,"16","664",3,"19681","3605","409",5.5,309,124,0.363636363636364,0.545454545454545
"1424","Slovakia",701,"19",2,NA,"23","676",5,"21371","3914","410",5.5,309,127.454545454545,0.363636363636364,0.909090909090909
"1425","Slovakia",715,"14",2,NA,"23","690",5,"22957","4205","411",5.5,309,130,0.363636363636364,0.909090909090909
"1426","Spain",2,NA,NA,NA,"2",NA,NA,"-1","-1","222",46.75,229,0.0427807486631016,NA,NA
"1427","Spain",2,NA,NA,NA,"2",NA,NA,"-1","-1","223",46.75,229,0.0427807486631016,NA,NA
"1428","Spain",3,"1",NA,NA,"2",NA,NA,"-1","-1","224",46.75,229,0.0641711229946524,NA,NA
"1429","Spain",7,"4",NA,NA,"2",NA,NA,"-1","-1","225",46.75,229,0.149732620320856,NA,NA
"1430","Spain",13,"4",NA,NA,"2",NA,NA,"-1","-1","226",46.75,229,0.27807486631016,NA,NA
"1431","Spain",25,"12",NA,NA,"2","2",NA,"-1","-1","227",46.75,229,0.53475935828877,NA,NA
"1432","Spain",33,"8",NA,NA,"31","2",2,"-1","-1","228",46.75,229,0.705882352941177,NA,0.0427807486631016
"1433","Spain",58,"25",NA,NA,"56","2",2,"-1","-1","229",46.75,229,1.24064171122995,NA,0.0427807486631016
"1434","Spain",84,"26",NA,NA,"82","2",3,"-1","-1","301",46.75,229,1.79679144385027,NA,0.0641711229946524
"1435","Spain",120,"36",NA,NA,"118","2",3,"-1","-1","302",46.75,229,2.5668449197861,NA,0.0641711229946524
"1436","Spain",165,"45",1,"1","162","2",3,"-1","-1","303",46.75,229,3.52941176470588,0.0213903743315508,0.0641711229946524
"1437","Spain",228,"63",2,"1","224","2",7,"-1","-1","304",46.75,229,4.87700534759358,0.0427807486631016,0.149732620320856
"1438","Spain",282,"54",3,"1","276","3",7,"-1","-1","305",46.75,229,6.03208556149733,0.0641711229946524,0.149732620320856
"1439","Spain",401,"119",8,"5","387","6",9,"-1","-1","306",46.75,229,8.57754010695187,0.171122994652406,0.192513368983957
"1440","Spain",503,"102",10,"2","30","463",9,"-1","-1","307",46.75,229,10.7593582887701,0.213903743315508,0.192513368983957
"1441","Spain",674,"149",17,"7","32","625",11,"-1","-1","308",46.75,229,14.4171122994652,0.363636363636364,0.235294117647059
"1442","Spain",1231,"557",30,"13","32","1169",11,"-1","-1","309",46.75,229,26.331550802139,0.641711229946524,0.235294117647059
"1443","Spain",1695,"464",36,"6","135","1524",101,"-1","-1","310",46.75,229,36.2566844919786,0.770053475935829,2.16042780748663
"1444","Spain",2277,"582",55,"19","183","2039",126,"-1","-1","311",46.75,229,48.7058823529412,1.17647058823529,2.6951871657754
"1445","Spain",3146,"869",86,"31","189","2871",190,"-1","-1","312",46.75,229,67.2941176470588,1.83957219251337,4.06417112299465
"1446","Spain",5232,"2086",133,"47","193","4906",190,"-1","-1","313",46.75,229,111.914438502674,2.84491978609626,4.06417112299465
"1447","Spain",6391,"1159",195,"62","517","5679",293,"-1","-1","314",46.75,229,136.705882352941,4.17112299465241,6.26737967914439
"1448","Spain",7845,"1454",292,"96","517","7036",272,"-1","-1","315",46.75,229,167.807486631016,6.24598930481283,5.81818181818182
"1449","Spain",9942,"1954",342,"48","530","9070",272,"-1","-1","316",46.75,229,212.663101604278,7.31550802139037,5.81818181818182
"1450","Spain",11826,"1884",533,"191","1028","10265",563,"-1","-1","317",46.75,229,252.96256684492,11.4010695187166,12.0427807486631
"1451","Spain",14769,"2943",638,"105","1081","13050",800,"-1","-1","319",46.75,229,315.914438502674,13.6470588235294,17.1122994652406
"1452","Spain",18077,"3308",831,"193","1107","16139",939,"-1","-1","320",46.75,229,386.673796791444,17.7754010695187,20.0855614973262
"1453","Spain",21571,"3494",1093,"262","1588","18890",939,"-1","-1","321",46.75,229,461.411764705882,23.379679144385,20.0855614973262
"1454","Spain",25496,"3925",1381,"288","2125","21990",1612,"-1","-1","322",46.75,229,545.368983957219,29.5401069518717,34.4812834224599
"1455","Spain",28768,"3272",1772,"391","2575","24421",1785,"-1","-1","323",46.75,229,615.358288770053,37.903743315508,38.1818181818182
"1456","Spain",35136,"6368",2311,"539","3355","29470",2355,"-1","-1","324",46.75,229,751.572192513369,49.4331550802139,50.3743315508021
"1457","Spain",42058,"6922",2991,"680","3794","35273",2636,"-1","-1","325",46.75,229,899.636363636364,63.9786096256684,56.3850267379679
"1458","Spain",49515,"7457",3647,"656","5367","40501",3166,"-1","-1","326",46.75,229,1059.14438502674,78.0106951871658,67.7219251336898
"1459","Spain",57786,"8271",4365,"718","7015","46406",3166,"-1","-1","327",46.75,229,1236.06417112299,93.3689839572193,67.7219251336898
"1460","Spain",65719,"7933",5138,"773","9357","51224",4165,"30","-1","328",46.75,229,1405.75401069519,109.903743315508,89.0909090909091
"1461","Spain",73235,"7516",5982,"844","12285","54968",4165,"30","-1","329",46.75,229,1566.52406417112,127.957219251337,89.0909090909091
"1462","Spain",80110,"6875",6803,"821","14709","58598",4165,"30","-1","330",46.75,229,1713.58288770053,145.51871657754,89.0909090909091
"1463","Spain",87956,"7846",7716,"913","16780","63460",5231,"30","-1","331",46.75,229,1881.41176470588,165.048128342246,111.893048128342
"1464","Spain",95923,"7967",8464,"748","19259","68200",5607,"30","-1","401",46.75,229,2051.82887700535,181.048128342246,119.935828877005
"1465","Spain",104118,"8195",9387,"923","22647","72084",5872,"-1","-1","402",46.75,229,2227.12299465241,200.791443850267,125.604278074866
"1466","Spain",112065,"7947",10348,"961","26743","74974",6092,"-1","-1","403",46.75,229,2397.11229946524,221.347593582888,130.310160427807
"1467","Spain",119199,"7134",11198,"850","30513","77488",6416,"355000","7593","404",46.75,229,2549.71122994652,239.529411764706,137.24064171123
"1468","Spain",126168,"6969",11947,"749","34219","80002",6532,"355000","7593","405",46.75,229,2698.7807486631,255.550802139037,139.72192513369
"1469","Spain",131646,"5478",12641,"694","38080","80925",6861,"355000","7593","406",46.75,229,2815.95721925134,270.395721925134,146.75935828877
"1470","Spain",136675,"5029",13341,"700","40437","82897",6931,"355000","7593","407",46.75,229,2923.52941176471,285.368983957219,148.256684491979
"1471","Spain",141942,"5267",14045,"704","43208","84689",7069,"355000","7593","408",46.75,229,3036.19251336898,300.427807486631,151.208556149733
"1472","Spain",148220,"6278",14792,"747","48021","85407",7069,"355000","7593","409",46.75,229,3170.48128342246,316.406417112299,151.208556149733
"1473","Spain",153222,"5002",15447,"655","52165","85610",7371,"355000","7593","410",46.75,229,3277.47593582888,330.417112299465,157.668449197861
"1474","Spain",158273,"5051",16081,"634","55668","86524",7371,"355000","7593","411",46.75,229,3385.51871657754,343.978609625668,157.668449197861
"1475","Sweden",1,NA,NA,NA,NA,NA,NA,"-1","-1","222",10.09,228,0.0991080277502478,NA,NA
"1476","Sweden",1,NA,NA,NA,NA,NA,NA,"-1","-1","223",10.09,228,0.0991080277502478,NA,NA
"1477","Sweden",1,NA,NA,NA,NA,NA,NA,"-1","-1","225",10.09,228,0.0991080277502478,NA,NA
"1478","Sweden",2,"1",NA,NA,NA,NA,NA,"-1","-1","226",10.09,228,0.198216055500496,NA,NA
"1479","Sweden",7,"5",NA,NA,NA,NA,NA,"-1","-1","227",10.09,228,0.693756194251734,NA,NA
"1480","Sweden",11,"4",NA,NA,"11",NA,NA,"-1","-1","228",10.09,228,1.09018830525273,NA,NA
"1481","Sweden",12,"1",NA,NA,"12",NA,NA,"-1","-1","229",10.09,228,1.18929633300297,NA,NA
"1482","Sweden",14,"1",NA,NA,"14",NA,NA,"-1","-1","301",10.09,228,1.38751238850347,NA,NA
"1483","Sweden",15,"1",NA,NA,"15",NA,NA,"-1","-1","302",10.09,228,1.48662041625372,NA,NA
"1484","Sweden",30,"15",NA,NA,"29","1",NA,"-1","-1","303",10.09,228,2.97324083250743,NA,NA
"1485","Sweden",52,"22",NA,NA,"51","1",NA,"-1","-1","304",10.09,228,5.15361744301288,NA,NA
"1486","Sweden",94,"42",NA,NA,"93","1",NA,"-1","-1","305",10.09,228,9.31615460852329,NA,NA
"1487","Sweden",137,"43",NA,NA,"136","1",NA,"-1","-1","306",10.09,228,13.5777998017839,NA,NA
"1488","Sweden",161,"24",NA,NA,"1","160",NA,"-1","-1","307",10.09,228,15.9563924677899,NA,NA
"1489","Sweden",203,"42",NA,NA,"1","202",NA,"-1","-1","308",10.09,228,20.1189296333003,NA,NA
"1490","Sweden",261,"58",NA,NA,"1","260",NA,"-1","-1","309",10.09,228,25.8671952428147,NA,NA
"1491","Sweden",355,"95",NA,NA,"1","354",2,"-1","-1","310",10.09,228,35.183349851338,NA,0.198216055500496
"1492","Sweden",500,"145",1,"1","1","498",2,"-1","-1","311",10.09,228,49.5540138751239,0.0991080277502478,0.198216055500496
"1493","Sweden",687,"187",1,NA,"1","685",2,"-1","-1","312",10.09,228,68.0872150644202,0.0991080277502478,0.198216055500496
"1494","Sweden",814,"127",1,NA,"1","812",2,"-1","-1","313",10.09,228,80.6739345887017,0.0991080277502478,0.198216055500496
"1495","Sweden",961,"147",2,"1","1","958",2,"-1","-1","314",10.09,228,95.2428146679881,0.198216055500496,0.198216055500496
"1496","Sweden",1040,"79",3,"1","1","1036",2,"-1","-1","315",10.09,228,103.072348860258,0.297324083250743,0.198216055500496
"1497","Sweden",1121,"81",7,"4","1","1113",2,"-1","-1","316",10.09,228,111.100099108028,0.693756194251734,0.198216055500496
"1498","Sweden",1196,"75",8,"1","1","1187",12,"-1","-1","317",10.09,228,118.533201189296,0.792864222001982,1.18929633300297
"1499","Sweden",1301,"105",10,"2","15","1276",12,"-1","-1","319",10.09,228,128.939544103072,0.991080277502478,1.18929633300297
"1500","Sweden",1439,"138",11,"1","16","1412",21,"-1","-1","320",10.09,228,142.616451932607,1.09018830525273,2.0812685827552
"1501","Sweden",1639,"200",16,"5","16","1607",21,"-1","-1","321",10.09,228,162.438057482656,1.58572844400396,2.0812685827552
"1502","Sweden",1770,"131",20,"4","16","1734",71,"-1","-1","322",10.09,228,175.421209117939,1.98216055500496,7.03666997026759
"1503","Sweden",1934,"164",21,"1","16","1897",76,"-1","-1","323",10.09,228,191.674925668979,2.0812685827552,7.53221010901883
"1504","Sweden",2046,"112",27,"6","16","2003",104,"-1","-1","324",10.09,228,202.775024777007,2.67591674925669,10.3072348860258
"1505","Sweden",2299,"253",40,"13","16","2243",143,"-1","-1","325",10.09,228,227.84935579782,3.96432111000991,14.1724479682854
"1506","Sweden",2526,"227",62,"22","16","2448",158,"-1","-1","326",10.09,228,250.346878097126,6.14469772051536,15.6590683845391
"1507","Sweden",2840,"314",77,"15","16","2747",200,"-1","-1","327",10.09,228,281.466798810704,7.63131813676908,19.8216055500496
"1508","Sweden",3069,"229",105,"28","16","2948",214,"30","-1","328",10.09,228,304.16253716551,10.406342913776,21.209117938553
"1509","Sweden",3447,"378",105,NA,"16","3326",239,"30","-1","329",10.09,228,341.625371655104,10.406342913776,23.6868186323092
"1510","Sweden",3700,"253",110,"5","16","3574",255,"30","-1","330",10.09,228,366.699702675917,10.9018830525273,25.2725470763132
"1511","Sweden",4028,"328",146,"36","16","3866",306,"30","-1","331",10.09,228,399.207135777998,14.4697720515362,30.3270564915758
"1512","Sweden",4435,"407",180,"34","16","4239",358,"30","-1","401",10.09,228,439.544103072349,17.8394449950446,35.4806739345887
"1513","Sweden",4947,"512",239,"59","103","4605",393,"-1","-1","402",10.09,228,490.287413280476,23.6868186323092,38.9494549058474
"1514","Sweden",5568,"621",308,"69","103","5157",429,"-1","-1","403",10.09,228,551.83349851338,30.5252725470763,42.5173439048563
